magnitude,latitude,longitude,depth,Referencia de localizacion,date_utc,time_utc
4.1,15.5112,-94.9073,28.5,"80 km al SURESTE de SALINA CRUZ, OAX",2020-03-24,1:27:49
4,16.4133,-94.8952,16,"10 km al SUROESTE de UNION HIDALGO, OAX",2020-03-24,5:47:17
4,17.6278,-100.813,60.1,"49 km al NOROESTE de TECPAN, GRO",2020-03-24,10:45:40
4.1,15.1362,-93.059,85.8,"38 km al SUROESTE de MAPASTEPEC, CHIS",2020-03-24,15:12:17
4.1,15.8837,-96.278,51,"20 km al NOROESTE de CRUCECITA, OAX",2020-03-24,18:31:07
4.1,15.6458,-95.0305,17.2,"62 km al SURESTE de SALINA CRUZ, OAX",2020-03-24,19:10:01
4,16.4805,-96.074,68.2,"58 km al NORESTE de MIAHUATLAN, OAX",2020-03-24,23:02:44
4,16.3993,-94.9277,15.1,"10 km al SURESTE de JUCHITAN DE ZARAGOZA, OAX",2020-03-25,4:24:13
4.1,17.2868,-94.3723,51.8,"75 km al SUROESTE de LAS CHOAPAS, VER",2020-03-25,5:00:46
4,15.0505,-96.18,16,"80 km al SUR de CRUCECITA, OAX",2020-03-25,5:24:57
4,15.2332,-94.6058,16.1,"123 km al SURESTE de SALINA CRUZ, OAX",2020-03-25,6:08:38
4,15.7148,-96.7998,15,"33 km al SURESTE de PUERTO ESCONDIDO, OAX",2020-03-25,8:05:01
4,13.8502,-93.4695,10,"169 km al SUROESTE de CD HIDALGO, CHIS",2020-03-25,8:21:17
4,15.6983,-96.7967,16.4,"34 km al SURESTE de PUERTO ESCONDIDO, OAX",2020-03-25,8:50:18
4.2,18.1973,-103.511,5,"74 km al SUROESTE de COALCOMAN, MICH",2020-03-25,9:36:02
4,15.6332,-95.0325,22.8,"63 km al SURESTE de SALINA CRUZ, OAX",2020-03-25,20:13:14
4,15.996,-95.2038,10,"21 km al SUR de SALINA CRUZ, OAX",2020-03-25,22:16:16
4.2,24.289,-106.021,5,"88 km al NOROESTE de EL SALTO, DGO",2020-03-26,7:03:54
4,16.816,-100.142,10.6,"22 km al SUROESTE de COYUCA DE BENITEZ, GRO",2020-03-26,17:11:10
4.2,15.5323,-96.8752,15,"42 km al SURESTE de PUERTO ESCONDIDO, OAX",2020-03-26,20:06:32
5.1,14.7087,-93.3273,22.2,"94 km al SUROESTE de MAPASTEPEC, CHIS",2020-03-26,23:46:01
4,17.8335,-100.707,61.6,"58 km al SUR de CD ALTAMIRANO, GRO",2020-03-27,6:04:17
4,17.5138,-94.5642,143.4,"52 km al SURESTE de JALTIPAN DE MORELOS, VER",2020-03-27,19:59:20
4,15.5457,-95.1188,34.2,"71 km al SUR de SALINA CRUZ, OAX",2020-03-28,1:54:42
4.2,16.8443,-95.154,102.5,"12 km al OESTE de MATIAS ROMERO, OAX",2020-03-28,9:14:38
4,19.0178,-105.554,16,"107 km al OESTE de CIHUATLAN, JAL",2020-03-28,11:19:55
4.1,14.4213,-93.9207,15.3,"158 km al SUROESTE de MAPASTEPEC, CHIS",2020-03-28,14:10:26
4,15.2058,-94.825,16.1,"115 km al SURESTE de SALINA CRUZ, OAX",2020-03-28,18:26:26
4.1,15.2267,-94.8048,17.8,"114 km al SURESTE de SALINA CRUZ, OAX",2020-03-28,22:59:38
4,16.5303,-95.5323,24.3,"39 km al NOROESTE de TEHUANTEPEC, OAX",2020-03-29,1:48:20
4,17.5568,-94.6715,160.5,"45 km al SUR de JALTIPAN DE MORELOS, VER",2020-03-29,11:31:47
4,16.6878,-98.8602,5.8,"48 km al OESTE de OMETEPEC, GRO",2020-03-29,12:59:04
4.1,16.7402,-100.132,15.3,"29 km al SUROESTE de ACAPULCO, GRO",2020-03-29,20:12:18
4,16.8073,-100.108,6.7,"22 km al SUR de COYUCA DE BENITEZ, GRO",2020-03-29,22:03:54
4,15.2913,-94.4067,24.2,"112 km al SUROESTE de TONALA, CHIS",2020-03-30,1:52:28
4,17.0375,-95.192,110.9,"24 km al NOROESTE de MATIAS ROMERO, OAX",2020-03-30,4:07:04
4,16.46,-98.8787,6.3,"56 km al SUROESTE de OMETEPEC, GRO",2020-03-30,4:09:06
5.1,16.46,-98.8807,6.7,"56 km al SUROESTE de OMETEPEC, GRO",2020-03-30,5:08:21
4,16.4173,-98.893,6.2,"60 km al SUROESTE de OMETEPEC, GRO",2020-03-30,7:47:52
4,15.7927,-95.0733,16.1,"45 km al SURESTE de SALINA CRUZ, OAX",2020-03-30,10:15:03
4.1,15.5065,-93.4253,91.3,"31 km al SUROESTE de PIJIJIAPAN, CHIS",2020-03-30,13:00:21
4.1,17.8622,-102.046,10,"20 km al SURESTE de CD LAZARO CARDENAS, MICH",2020-03-30,17:31:24
4,14.7302,-93.7035,9.5,"117 km al SUROESTE de MAPASTEPEC, CHIS",2020-03-31,16:58:13
4.2,15.9962,-95.1967,9,"21 km al SUR de SALINA CRUZ, OAX",2020-03-31,17:15:54
4.1,16.5182,-95.197,15,"11 km al SUROESTE de CD IXTEPEC, OAX",2020-03-31,22:52:37
4,16.4545,-95.0648,10,"5 km al NOROESTE de JUCHITAN DE ZARAGOZA, OAX",2020-04-01,4:59:29
4,16.2012,-97.8895,14,"23 km al SURESTE de PINOTEPA NACIONAL, OAX",2020-04-01,11:31:48
4.1,27.8655,-111.896,10,"69 km al NORESTE de SANTA ROSALIA, BCS",2020-04-01,12:16:25
4.5,15.7247,-96.2242,16.4,"11 km al SUROESTE de CRUCECITA, OAX",2020-04-01,12:39:57
4.2,15.62,-97.4932,16.4,"44 km al SUR de RIO GRANDE, OAX",2020-04-01,18:22:58
4.4,14.7763,-92.2028,100.8,"12 km al NOROESTE de CD HIDALGO, CHIS",2020-04-01,18:40:45
4,15.7087,-97.4375,3.1,"33 km al SUR de RIO GRANDE, OAX",2020-04-01,19:22:52
4.3,29.9753,-113.939,10,"145 km al SURESTE de SAN FELIPE, BC",2020-04-01,23:38:07
4,29.9268,-113.9,12.6,"151 km al SURESTE de SAN FELIPE, BC",2020-04-01,23:43:45
4,14.2723,-92.3912,3.5,"52 km al SUROESTE de CD HIDALGO, CHIS",2020-04-02,0:16:51
4.1,25.2082,-101.744,5,"51 km al SURESTE de PARRAS DE LA FUENTE, COAH",2020-04-02,0:59:19
4.2,29.5985,-114.663,17.5,"159 km al SUR de SAN FELIPE, BC",2020-04-02,2:07:45
4,16.8132,-94.128,146.8,"45 km al NOROESTE de CINTALAPA, CHIS",2020-04-02,4:36:49
4.5,15.9748,-97.5788,5.3,"16 km al OESTE de RIO GRANDE, OAX",2020-04-02,19:15:35
4,15.519,-95.2238,21.8,"73 km al SUR de SALINA CRUZ, OAX",2020-04-03,0:05:36
4.3,15.6247,-95.0148,17,"65 km al SURESTE de SALINA CRUZ, OAX",2020-04-03,2:01:19
4.3,16.7445,-98.3843,3.6,"7 km al NORESTE de OMETEPEC, GRO",2020-04-03,2:06:04
4.3,16.5617,-94.6707,112,"19 km al NORESTE de UNION HIDALGO, OAX",2020-04-03,5:27:58
4.3,16.9092,-99.455,35.4,"14 km al NOROESTE de SAN MARCOS, GRO",2020-04-03,18:44:12
4.1,16.7995,-93.9843,160.3,"30 km al NOROESTE de CINTALAPA, CHIS",2020-04-03,18:52:09
4.1,17.3387,-100.709,44.9,"16 km al NOROESTE de TECPAN, GRO",2020-04-03,20:50:42
4.1,15.0087,-94.4013,15,"138 km al SUROESTE de TONALA, CHIS",2020-04-03,23:21:20
4.1,17.0835,-94.9397,132.1,"26 km al NORESTE de MATIAS ROMERO, OAX",2020-04-04,2:48:12
4.1,14.5097,-93.0175,10,"91 km al SUROESTE de HUIXTLA, CHIS",2020-04-04,6:28:18
4,16.628,-99.4775,7.1,"21 km al SUROESTE de SAN MARCOS, GRO",2020-04-04,19:05:47
4.6,13.8222,-93.0077,15,"132 km al SUROESTE de CD HIDALGO, CHIS",2020-04-04,20:58:34
4,13.777,-92.7882,15,"121 km al SUROESTE de CD HIDALGO, CHIS",2020-04-04,21:14:30
4.3,13.9287,-92.9747,15,"121 km al SUROESTE de CD HIDALGO, CHIS",2020-04-04,21:31:56
4,18.3675,-102.19,7.8,"39 km al NORTE de LAS GUACAMAYAS, MICH",2020-04-04,22:44:29
4.3,15.3918,-94.4962,22.7,"110 km al SUROESTE de TONALA, CHIS",2020-04-04,23:22:13
4,16.6307,-94.7237,119.3,"21 km al NORESTE de UNION HIDALGO, OAX",2020-04-05,9:45:46
4.3,17.159,-101.118,6.8,"45 km al SURESTE de PETATLAN, GRO",2020-04-05,10:57:41
4,14.8693,-92.4312,88.6,"19 km al OESTE de TAPACHULA, CHIS",2020-04-05,11:58:28
4.1,15.422,-94.8633,24,"91 km al SURESTE de SALINA CRUZ, OAX",2020-04-05,21:13:15
4.2,17.5758,-94.9785,137.3,"34 km al SUR de SAYULA DE ALEMAN, VER",2020-04-06,7:39:56
4.1,15.5805,-95.0733,13.7,"68 km al SUR de SALINA CRUZ, OAX",2020-04-06,7:51:31
4,16.9067,-95.467,56.6,"45 km al OESTE de MATIAS ROMERO, OAX",2020-04-06,12:25:35
4,14.9462,-92.6665,88.8,"30 km al SUROESTE de HUIXTLA, CHIS",2020-04-06,13:19:54
4,16.989,-95.0203,51.7,"13 km al NORTE de MATIAS ROMERO, OAX",2020-04-06,17:38:52
4,16.655,-99.9595,14.7,"25 km al SUROESTE de ACAPULCO, GRO",2020-04-06,19:46:46
4.3,15.6325,-95.2133,18.3,"61 km al SUR de SALINA CRUZ, OAX",2020-04-07,1:24:59
5,17.259,-101.34,5.6,"32 km al SUR de PETATLAN, GRO",2020-04-07,1:52:15
4.1,17.6952,-94.9707,144.3,"21 km al SUR de SAYULA DE ALEMAN, VER",2020-04-07,2:22:24
4.1,15.3383,-92.0128,171.5,"25 km al ESTE de MOTOZINTLA, CHIS",2020-04-07,4:22:16
4.2,16.2818,-98.0692,15.7,"7 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-04-07,6:53:22
4.1,16.9627,-100.349,19.7,"28 km al OESTE de COYUCA DE BENITEZ, GRO",2020-04-07,7:13:02
4.5,17.1792,-101.534,13.1,"48 km al SUROESTE de PETATLAN, GRO",2020-04-07,7:54:52
4,15.2988,-93.9862,10,"91 km al SUROESTE de TONALA, CHIS",2020-04-07,8:42:26
4.1,27.8777,-112.076,11.5,"63 km al NORESTE de SANTA ROSALIA, BCS",2020-04-07,9:15:32
4,16.6767,-94.8663,98.5,"23 km al NORTE de UNION HIDALGO, OAX",2020-04-07,10:04:57
4.1,17.5327,-94.7982,146.5,"42 km al SURESTE de SAYULA DE ALEMAN, VER",2020-04-07,15:15:30
4,15.4512,-94.8205,16.7,"90 km al SURESTE de SALINA CRUZ, OAX",2020-04-07,17:11:42
4.2,15.2135,-92.0267,144.7,"29 km al NORESTE de CACAHOATAN, CHIS",2020-04-08,2:17:50
4.5,15.3838,-94.123,53.7,"87 km al SUROESTE de TONALA, CHIS",2020-04-08,3:32:38
4,15.4585,-94.7207,16.1,"95 km al SURESTE de SALINA CRUZ, OAX",2020-04-08,14:56:09
4,16.861,-100.256,10,"24 km al SUROESTE de COYUCA DE BENITEZ, GRO",2020-04-08,15:16:33
4.1,15.9873,-96.6088,41.1,"31 km al NOROESTE de S PEDRO POCHUTLA, OAX",2020-04-08,17:23:27
4,17.0337,-94.6352,122.3,"47 km al NORESTE de MATIAS ROMERO, OAX",2020-04-08,19:24:48
4.5,13.5112,-92.3177,2,"130 km al SUR de CD HIDALGO, CHIS",2020-04-08,20:04:48
4,16.6423,-95.3797,5,"31 km al NOROESTE de CD IXTEPEC, OAX",2020-04-08,22:54:13
4,15.7905,-96.1248,45.6,"3 km al NORESTE de CRUCECITA, OAX",2020-04-09,0:47:28
4.1,15.3203,-93.3323,85.9,"43 km al SUROESTE de PIJIJIAPAN, CHIS",2020-04-09,7:42:38
4.1,16.8368,-99.2232,2.7,"18 km al ESTE de SAN MARCOS, GRO",2020-04-09,8:19:44
4,15.593,-96.4015,16.9,"18 km al SURESTE de S PEDRO POCHUTLA, OAX",2020-04-09,12:28:06
4.5,19.3018,-108.237,10,"346 km al SUROESTE de PUERTO VALLARTA, JAL",2020-04-09,14:03:10
4.1,17.289,-95.0607,130.2,"46 km al NORTE de MATIAS ROMERO, OAX",2020-04-09,14:08:52
4.2,16.8287,-99.8513,22.2,"7 km al SURESTE de ACAPULCO, GRO",2020-04-09,15:15:32
4,18.9873,-102.492,20.3,"19 km al SUROESTE de APATZINGAN, MICH",2020-04-09,19:55:44
4,29.7438,-114.247,7.6,"153 km al SURESTE de SAN FELIPE, BC",2020-04-10,3:49:01
4,15.391,-94.6347,18.6,"106 km al SURESTE de SALINA CRUZ, OAX",2020-04-10,4:08:21
4,32.3972,-116.435,5.2,"27 km al SURESTE de TECATE, BC",2020-04-10,5:49:11
4,13.9893,-92.773,10,"102 km al SUROESTE de CD HIDALGO, CHIS",2020-04-10,8:46:03
4,13.7387,-92.8327,11,"127 km al SUROESTE de CD HIDALGO, CHIS",2020-04-11,4:14:50
4.4,19.3558,-92.6138,6.2,"91 km al NORTE de FRONTERA, TAB",2020-04-11,4:45:24
4,16.7867,-95.2933,93,"28 km al SUROESTE de MATIAS ROMERO, OAX",2020-04-11,6:27:49
4.1,20.9365,-99.1635,10,"32 km al NORESTE de ZIMAPAN, HGO",2020-04-11,12:04:31
4,15.5395,-94.901,16,"78 km al SURESTE de SALINA CRUZ, OAX",2020-04-11,12:32:20
4.2,16.292,-98.3003,7.7,"27 km al OESTE de PINOTEPA NACIONAL, OAX",2020-04-11,13:57:08
4.5,14.0852,-92.7258,6.1,"90 km al SUROESTE de CD HIDALGO, CHIS",2020-04-11,18:00:06
4.2,14.3838,-92.4347,44.2,"45 km al SUROESTE de CD HIDALGO, CHIS",2020-04-12,1:13:51
4.1,15.4145,-94.7135,16.8,"99 km al SURESTE de SALINA CRUZ, OAX",2020-04-12,12:08:42
4,17.73,-95.5442,36.1,"33 km al SUROESTE de J RODRIGUEZ CLARA, VER",2020-04-12,13:26:51
4,15.6392,-93.4402,103.2,"25 km al OESTE de PIJIJIAPAN, CHIS",2020-04-12,13:39:31
4.1,18.0648,-103.25,17.9,"79 km al SUR de COALCOMAN, MICH",2020-04-12,17:43:39
4.1,13.7902,-92.2057,6.5,"98 km al SUR de CD HIDALGO, CHIS",2020-04-13,1:00:26
4,17.0672,-94.1582,155,"62 km al NOROESTE de CINTALAPA, CHIS",2020-04-13,3:42:16
4.4,18.9928,-95.6097,16.6,"29 km al NORESTE de ALVARADO, VER",2020-04-13,6:00:47
4.1,16.1138,-97.536,15.4,"16 km al NOROESTE de RIO GRANDE, OAX",2020-04-13,6:18:57
4.1,16.259,-98.0998,9.8,"10 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-04-13,7:05:22
4.2,15.4947,-94.9438,23.4,"81 km al SURESTE de SALINA CRUZ, OAX",2020-04-13,10:48:47
4,17.6935,-94.6048,148.6,"32 km al SURESTE de JALTIPAN DE MORELOS, VER",2020-04-13,11:06:01
4,16.8488,-99.956,5.5,"7 km al SUROESTE de ACAPULCO, GRO",2020-04-13,13:58:16
4,17.6083,-101.186,25,"12 km al NORESTE de PETATLAN, GRO",2020-04-13,14:48:50
4,17.0382,-91.5955,99.1,"51 km al SUROESTE de TENOSIQUE, TAB",2020-04-13,17:14:24
4.1,15.9925,-97.9313,5,"41 km al SURESTE de PINOTEPA NACIONAL, OAX",2020-04-13,23:29:50
4,14.0963,-93.0633,2.9,"117 km al SUROESTE de CD HIDALGO, CHIS",2020-04-14,16:29:54
4.1,14.0108,-93.178,5.8,"133 km al SUROESTE de CD HIDALGO, CHIS",2020-04-14,16:33:24
4,14.4102,-93.1922,11.9,"112 km al SUROESTE de HUIXTLA, CHIS",2020-04-14,18:52:27
4.1,15.5143,-92.3103,174.8,"18 km al NOROESTE de MOTOZINTLA, CHIS",2020-04-14,20:18:26
4,15.7155,-96.5185,41.1,"7 km al SUROESTE de S PEDRO POCHUTLA, OAX",2020-04-15,9:35:58
5.2,15.048,-94.312,17.7,"129 km al SUROESTE de TONALA, CHIS",2020-04-15,9:44:42
4,15.1878,-94.353,13.3,"118 km al SUROESTE de TONALA, CHIS",2020-04-15,11:42:24
4.1,13.7078,-92.4143,11,"111 km al SUR de CD HIDALGO, CHIS",2020-04-15,12:07:15
4,15.654,-96.273,7.6,"19 km al SUROESTE de CRUCECITA, OAX",2020-04-15,12:22:34
4,18.6732,-107.254,4,"290 km al OESTE de CIHUATLAN, JAL",2020-04-15,22:08:36
4.1,17.937,-100.698,47.7,"47 km al SUR de CD ALTAMIRANO, GRO",2020-04-16,1:54:40
4.2,18.9152,-107.357,10,"291 km al SUROESTE de PUERTO VALLARTA, JAL",2020-04-16,3:44:30
4.1,14.6917,-92.2198,93.5,"7 km al OESTE de CD HIDALGO, CHIS",2020-04-16,7:07:33
4.1,15.2008,-94.6542,24.4,"123 km al SURESTE de SALINA CRUZ, OAX",2020-04-16,9:00:14
4.1,14.7992,-93.0487,53.3,"73 km al SUR de MAPASTEPEC, CHIS",2020-04-16,12:15:15
4.2,16.2922,-98.0937,12,"7 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-04-16,12:17:34
4.1,15.9235,-94.0823,87.4,"39 km al SUROESTE de TONALA, CHIS",2020-04-17,8:00:57
4.1,15.3453,-94.6038,16.1,"112 km al SURESTE de SALINA CRUZ, OAX",2020-04-17,22:47:39
4.2,16.2818,-98.113,11.6,"9 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-04-18,1:55:47
4.1,14.8802,-93.922,24.9,"117 km al SUROESTE de PIJIJIAPAN, CHIS",2020-04-18,3:02:35
4.2,16.2995,-98.2698,9.4,"24 km al OESTE de PINOTEPA NACIONAL, OAX",2020-04-18,4:02:29
4.2,15.7468,-95.0622,24.9,"50 km al SURESTE de SALINA CRUZ, OAX",2020-04-18,6:03:09
4,15.9048,-95.171,27.1,"31 km al SUR de SALINA CRUZ, OAX",2020-04-18,10:07:46
4,17.3973,-100.917,41.5,"36 km al NOROESTE de TECPAN, GRO",2020-04-18,10:14:47
4.1,13.7125,-93.2427,17.9,"159 km al SUROESTE de CD HIDALGO, CHIS",2020-04-18,12:21:14
4,16.659,-94.6375,54,"29 km al NORESTE de UNION HIDALGO, OAX",2020-04-18,13:18:48
4,16.7652,-94.9898,109.1,"13 km al SURESTE de MATIAS ROMERO, OAX",2020-04-18,13:39:57
4.3,16.4665,-99.345,3.3,"37 km al SUR de SAN MARCOS, GRO",2020-04-19,3:00:54
4.1,16.4782,-99.3475,2.9,"35 km al SUR de SAN MARCOS, GRO",2020-04-19,3:29:29
4.4,15.8973,-95.1532,46.4,"32 km al SUR de SALINA CRUZ, OAX",2020-04-19,7:12:08
4.4,16.5405,-95.0368,65.1,"7 km al SURESTE de CD IXTEPEC, OAX",2020-04-19,8:22:37
4.3,15.4595,-94.5642,31.1,"105 km al SURESTE de SALINA CRUZ, OAX",2020-04-19,14:46:19
4.1,16.9983,-94.7375,124.5,"35 km al NORESTE de MATIAS ROMERO, OAX",2020-04-19,23:03:01
4,15.7122,-95.4998,43.5,"61 km al SUROESTE de SALINA CRUZ, OAX",2020-04-20,0:48:29
4.1,15.6982,-95.095,35.9,"55 km al SUR de SALINA CRUZ, OAX",2020-04-20,3:32:34
4,16.4608,-94.9463,23.4,"8 km al NORESTE de JUCHITAN DE ZARAGOZA, OAX",2020-04-20,3:36:54
4.1,15.8527,-95.1245,13.9,"37 km al SUR de SALINA CRUZ, OAX",2020-04-20,4:32:09
4.1,15.9737,-95.1943,34.5,"23 km al SUR de SALINA CRUZ, OAX",2020-04-20,6:44:03
4,16.8358,-94.504,128.5,"53 km al NORESTE de UNION HIDALGO, OAX",2020-04-20,8:38:03
4.1,16.2738,-93.916,119.1,"5 km al NOROESTE de ARRIAGA , CHIS",2020-04-20,11:37:49
4.2,16.4422,-95.2403,62.7,"13 km al NORTE de S BLAS ATEMPA, OAX",2020-04-20,11:56:15
4,16.2647,-98.1282,9.7,"12 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-04-20,13:55:08
4,15.399,-94.69,16.1,"102 km al SURESTE de SALINA CRUZ, OAX",2020-04-20,14:31:07
4.1,15.4907,-94.7538,23.8,"90 km al SURESTE de SALINA CRUZ, OAX",2020-04-20,16:37:38
4,16.3907,-94.9815,30.7,"6 km al SURESTE de JUCHITAN DE ZARAGOZA, OAX",2020-04-20,17:42:53
4,15.9647,-95.1798,16.2,"24 km al SUR de SALINA CRUZ, OAX",2020-04-20,17:54:11
4,17.1388,-94.6363,133.3,"52 km al NORESTE de MATIAS ROMERO, OAX",2020-04-20,22:57:30
4.2,18.2113,-93.3048,11.1,"11 km al SUROESTE de COMALCALCO, TAB",2020-04-21,1:58:25
4.1,16.0585,-95.201,5,"14 km al SUR de SALINA CRUZ, OAX",2020-04-21,2:55:04
4.1,15.483,-95.0807,12.7,"78 km al SUR de SALINA CRUZ, OAX",2020-04-21,5:19:19
4,16.8372,-102.097,10,"106 km al SUROESTE de ZIHUATANEJO, GRO",2020-04-21,6:11:32
4.1,14.7198,-92.264,96.8,"13 km al NOROESTE de CD HIDALGO, CHIS",2020-04-21,7:31:58
4.2,14.35,-93.3847,15,"132 km al SUROESTE de MAPASTEPEC, CHIS",2020-04-21,8:06:59
4.1,16.0583,-97.1733,21,"24 km al NOROESTE de PUERTO ESCONDIDO, OAX",2020-04-21,20:10:55
4,16.5882,-94.5737,10.4,"30 km al NORESTE de UNION HIDALGO, OAX",2020-04-21,22:17:36
4,17.9643,-98.554,57.3,"37 km al SUR de CHIAUTLA DE TAPIA, PUE",2020-04-22,0:04:57
4.5,16.9913,-95.7913,17.3,"73 km al ESTE de TLACOLULA, OAX",2020-04-22,0:50:10
4,16.9988,-102.59,18.9,"113 km al SUROESTE de CD LAZARO CARDENAS, MICH",2020-04-22,1:15:10
4,16.9883,-95.8193,29.1,"70 km al ESTE de TLACOLULA, OAX",2020-04-22,1:30:03
4,14.8597,-94.2348,11.3,"143 km al SUROESTE de PIJIJIAPAN, CHIS",2020-04-22,3:01:57
4,18.4803,-101.357,78.8,"51 km al SUROESTE de HUETAMO, MICH",2020-04-22,4:36:42
4,17.0462,-95.82,63,"71 km al ESTE de TLACOLULA, OAX",2020-04-22,4:56:06
4,15.784,-95.0813,68.7,"46 km al SURESTE de SALINA CRUZ, OAX",2020-04-22,7:22:37
4,16.1027,-95.0065,48.2,"22 km al SURESTE de SALINA CRUZ, OAX",2020-04-22,8:30:02
4,16.9682,-93.872,178.9,"34 km al NOROESTE de CINTALAPA, CHIS",2020-04-22,9:15:51
4.2,15.5987,-95.1225,15.3,"65 km al SUR de SALINA CRUZ, OAX",2020-04-22,10:14:46
4,15.5677,-94.7863,16,"81 km al SURESTE de SALINA CRUZ, OAX",2020-04-22,16:37:03
4,15.1063,-94.4512,15,"132 km al SUROESTE de TONALA, CHIS",2020-04-22,17:22:20
4.4,15.3722,-92.1145,187.7,"14 km al ESTE de MOTOZINTLA, CHIS",2020-04-22,21:15:48
4.3,14.7012,-92.5588,68.4,"39 km al SUROESTE de TAPACHULA, CHIS",2020-04-22,23:23:09
4.1,14.2702,-93.9265,16.1,"171 km al SUROESTE de MAPASTEPEC, CHIS",2020-04-23,1:05:58
4,18.8562,-106.841,10,"243 km al OESTE de CIHUATLAN, JAL",2020-04-23,3:21:11
4,15.91,-96.9837,29.9,"10 km al NORESTE de PUERTO ESCONDIDO, OAX",2020-04-23,4:59:43
4,15.4293,-94.8118,16.1,"93 km al SURESTE de SALINA CRUZ, OAX",2020-04-23,7:58:15
4,14.8995,-92.706,82,"37 km al SUROESTE de HUIXTLA, CHIS",2020-04-23,9:02:57
4,15.8643,-95.0398,16.4,"39 km al SURESTE de SALINA CRUZ, OAX",2020-04-23,9:44:30
4.1,14.1597,-92.471,2.6,"67 km al SUROESTE de CD HIDALGO, CHIS",2020-04-23,14:50:16
4,14.8048,-92.1962,104.5,"13 km al SURESTE de TAPACHULA, CHIS",2020-04-23,15:00:49
4,14.7815,-94.4035,27.3,"160 km al SUROESTE de TONALA, CHIS",2020-04-23,22:38:42
4,14.7813,-94.4165,16.4,"161 km al SUROESTE de TONALA, CHIS",2020-04-23,23:05:42
5,13.8038,-93.3612,8.6,"162 km al SUROESTE de CD HIDALGO, CHIS",2020-04-24,0:30:36
4.2,16.0373,-97.5885,7.2,"17 km al OESTE de RIO GRANDE, OAX",2020-04-24,0:40:48
4,14.9535,-94.394,13.6,"143 km al SUROESTE de TONALA, CHIS",2020-04-24,1:32:12
4.1,16.1682,-97.2737,26.9,"24 km al NORESTE de RIO GRANDE, OAX",2020-04-24,2:22:03
4,15.9137,-98.1795,10,"49 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-04-24,3:00:56
4.3,18.065,-100.363,58.7,"29 km al SUROESTE de ARCELIA, GRO",2020-04-24,5:57:33
4,14.7698,-94.1912,16.1,"146 km al SUROESTE de PIJIJIAPAN, CHIS",2020-04-24,7:01:57
4,16.2448,-93.7055,129,"18 km al NORESTE de TONALA, CHIS",2020-04-24,7:39:31
4.5,17.391,-101.452,7,"25 km al SUROESTE de PETATLAN, GRO",2020-04-24,8:21:54
4.2,15.4085,-94.679,16,"102 km al SURESTE de SALINA CRUZ, OAX",2020-04-24,9:23:10
4,15.1583,-94.5563,16.4,"132 km al SURESTE de SALINA CRUZ, OAX",2020-04-24,11:29:27
4.1,15.5698,-95.7008,9.1,"51 km al SURESTE de CRUCECITA, OAX",2020-04-24,14:06:25
4.1,14.5427,-92.3943,73.8,"30 km al SUROESTE de CD HIDALGO, CHIS",2020-04-24,15:17:07
4.1,16.5422,-94.6877,103.4,"17 km al NORESTE de UNION HIDALGO, OAX",2020-04-24,15:58:17
4,18.5017,-101.549,74.4,"70 km al OESTE de HUETAMO, MICH",2020-04-24,17:38:54
4,15.5982,-95.2092,19.3,"65 km al SUR de SALINA CRUZ, OAX",2020-04-24,18:21:00
4.1,16.1887,-98.059,6,"17 km al SUR de PINOTEPA NACIONAL, OAX",2020-04-24,20:20:11
4.1,28.0332,-112.127,15,"78 km al NORTE de SANTA ROSALIA, BCS",2020-04-24,22:52:07
4,19.2902,-97.3518,10,"32 km al SUROESTE de PEROTE, VER",2020-04-25,1:58:04
4.6,14.5285,-92.9558,27,"86 km al SUROESTE de HUIXTLA, CHIS",2020-04-25,6:32:11
4.5,14.5435,-92.9443,27.2,"84 km al SUROESTE de HUIXTLA, CHIS",2020-04-25,7:11:18
4.1,15.8513,-98.5215,11.7,"74 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-04-25,10:59:47
4.1,16.663,-94.5762,10,"34 km al NORESTE de UNION HIDALGO, OAX",2020-04-25,11:30:15
4.1,16.638,-99.7497,10.7,"30 km al SURESTE de ACAPULCO, GRO",2020-04-25,16:43:10
4.1,14.1697,-94.2467,10,"201 km al SUROESTE de PIJIJIAPAN, CHIS",2020-04-25,17:19:58
4,18.0328,-100.731,58.6,"37 km al SUR de CD ALTAMIRANO, GRO",2020-04-25,20:01:18
4.1,16.5047,-95.3745,29.6,"25 km al NOROESTE de TEHUANTEPEC, OAX",2020-04-25,21:46:00
4,16.7598,-94.3223,128.5,"63 km al NORESTE de UNION HIDALGO, OAX",2020-04-26,7:51:36
4,16.4418,-95.1502,8.7,"14 km al OESTE de JUCHITAN DE ZARAGOZA, OAX",2020-04-26,9:40:19
4,16.0738,-94.3555,76,"52 km al SUROESTE de ARRIAGA , CHIS",2020-04-26,12:04:20
4,15.7155,-96.8173,4.3,"31 km al SURESTE de PUERTO ESCONDIDO, OAX",2020-04-26,16:41:54
4,16.8498,-100.206,4.3,"22 km al SUROESTE de COYUCA DE BENITEZ, GRO",2020-04-26,23:02:51
